"Video_Title","Video_Link","Channel_Name","Channel_Link","Total_Views","Publish_Date","Description"
"USING BIGEN HAIR DYE FOR THE FIRST TIME! (GOING BACK BLACK)","https://www.youtube.com/watch?v=JusKruUIYns","Breyonna Darshae","https://www.youtube.com/channel/UCcm2OLJzzdWPjsVCYr8q9Zg","2.3K views","4 months ago","Thank you for watching my youtube video. Make sure you like, comment, and subscribe. Follow me on ig: @nc_bre Follow me on ..."
"HOW TO COVER GREY ROOTS LIKE A PRO | LOCS","https://www.youtube.com/watch?v=NhHXOvOoRpA","Josette Bianca","https://www.youtube.com/channel/UC_9wuQf1BekXhR8qNrQwgxQ","124K views","1 year ago","Bigen Hair Colour: http://www.sallybeauty.com/bigen-permanent-powder-hair-color/BIGEN1,default,pd.html ..."
"HOW TO DYE HAIR ASH BLONDE on DARK SKIN ft. Alipearl Hair | StateofDallas","https://www.youtube.com/watch?v=8w3DH3XP0Ws","StateofDallas","https://www.youtube.com/channel/UCnGGJSc6eiXqW6BMTwMAxIg","13K views","9 months ago","Hey ya'll. Hope you enjoyed the video. Please like, comment and subscribe. Also follow me on my social media which is below ..."
"Women Try Color-Changing Hair","https://www.youtube.com/watch?v=3z45l9vA5Mo","As/Is","https://www.youtube.com/user/BuzzFeedYellow","6.3M views","2 years ago","I be-weave it"" Pravana's Vivid's Mood Color is available in salons beginning September 1st, 2017."
"DIY Beetroot All Natural Hair Dye -Temporary Red Brown Hair -Does it Work? Beautyklove","https://www.youtube.com/watch?v=Uz_VWY2G45o","beautyklove","https://www.youtube.com/user/beautyklove","14K views","1 year ago","Trying the DIY Beets As All Natural Hair Dye -Temporary Red Brown Hair -Does it Work? SHOP ON MY OWN HAIR CARE SHOP- ..."
"DYE HAIR AND EXTENSIONS WITH MANIC PANIC!","https://www.youtube.com/watch?v=X7ThK4bJ_r4","Manic Panic","https://www.youtube.com/user/manicpanicnyc","7.7K views","3 years ago","Vintageena, a Romanian Beauty, Fashion & Lifestyle Blogger shows us how to dye hair and extensions to match using Tish ..."
"How to: Dye hair Dark Red/Magenta without BLEACHING","https://www.youtube.com/watch?v=ikvMuvzSMAE","BeautyWithTy","https://www.youtube.com/channel/UC2-mvLvmAU_iS8zae4pcoZQ","4.4K views","2 years ago","How to dye hair without bleaching ATTENTION: Dried and not Dryed I know sry for the mistake! VIP Beauty Hair Products Co.,Ltd ..."
"Temporary hair dye on DARK HAIR?!(clairol & l'oreal colorist spray)|Raimi Reyes & Amanda Vasquez","https://www.youtube.com/watch?v=S2HchVT_sv8","Raimi Reyes","https://www.youtube.com/channel/UCL78Kzy0hsTVGfzUNYa7Ukg","20K views","1 year ago","Hey angels! This video is just for fun so I hope you guys enjoy watching us temporarily dye our hair! This sorta worked haha let us ..."
"Covering Gray Hair with Bigen Permanent Powder hair Color","https://www.youtube.com/watch?v=MKP4sxj2pY8","BigenOfficial","https://www.youtube.com/user/BigenHair","14K views","1 year ago","Instructions on how to mix, apply and process Bigen Powder Hair Color to achieve beautiful, healthy-looking, long-lasting ..."
"HOW TO DYE YOUR HAIR AT HOME? | DIY HAIR BLEACHING | STEP BY STEP GUIDE","https://www.youtube.com/watch?v=xkJ4djQIwU4","Claire Gana","https://www.youtube.com/channel/UCcWNzhnJRBDs6iytpQCKZAg","735 views","4 days ago","Make your hair checked by a professional before doing this*** WARNING: BLEACHING PRODUCTS CONTAIN CHEMICALS ..."
"Easy Copper Hair and How I Dye My Frontal! \ SuperNovaHair","https://www.youtube.com/watch?v=_Yu8Y9GzS7c","SIMONESHARICE","https://www.youtube.com/channel/UCzC1obnK2G0Z3Xif-FMY5FA","113K views","1 year ago","This is VERY VERY VERY detailed video on how to dye your hair a copper fiery red color. Please make sure to watch this video ..."
"Jet Black to Blonde on Natural Hair","https://www.youtube.com/watch?v=To6oISLlFJQ","Farrah J","https://www.youtube.com/channel/UC1Zn2n1sP2UqSlos0hILuTg","23K views","9 months ago","Watch as I transform my hair to blonde. music: Fruits by JayJen Music https://soundcloud.com/jayjenmusic Creative Commons ..."
"NO MORE ORANGE HAIR!  Plant based Henna and Indigo Hair Dye for Brown Tones and Grey Coverage","https://www.youtube.com/watch?v=KwiapV6NoN8","HennaSooq","https://www.youtube.com/user/HennaSooq","5.8K views","Streamed 9 months ago","Disclaimer: Some of the videos that are very lengthy are interactive classes. They are meant to be chatty and have more talking ..."
"How to dye hair red","https://www.youtube.com/watch?v=xX6nqr383Vs","West Hippie Bus","https://www.youtube.com/user/HippieHeartCass","58K views","8 years ago","Hellooo love bugs!! This is my first tutorial :) I hope I well explained how I dyed my hair, if you have any questions just ask&please ..."
"Split Dyeing My Hair! (DIY)","https://www.youtube.com/watch?v=FxaNuoQXF7k","Carson Vlogs","https://www.youtube.com/channel/UC-YYTj0wBh4mvT8ultSalnw","32K views","7 months ago","11. April 2nd 2019 ❀ We start on a non-toxic journey to replace plastic use in our home. Hayden, Edi, and I go thrift shopping for ..."
"Natural Health & Hygiene : How to Dye Hair With Coffee, Tea or Spices","https://www.youtube.com/watch?v=gXIQboP1PJ4","eHow","https://www.youtube.com/user/eHow","200K views","10 years ago","Dyeing hair with natural substances, such as nutmeg, coffee, rhubarb root and tea is a great way to add highlights and color to ..."
"Watch This BEFORE You BLEACH YOUR HAIR | The Tea on Coloring Your Natural Hair","https://www.youtube.com/watch?v=ETNbGL4UeyU","OnlyOneJess","https://www.youtube.com/user/jharveyy0105","61K views","1 year ago","+ F A Q's + Whats my hair type? watch this videooo - https://www.youtube.com/watch?v=_I-yRHzf7c4 + How long have I been ..."
"How To Dye / Color Natural Hair","https://www.youtube.com/watch?v=F2RQOtqur_s","NaturallyNellzy","https://www.youtube.com/user/NaturallyNellzy","305K views","7 years ago","A quick video where I show you all the steps of how I go about dyeing my natural hair golden copper. Business Inquires Contact: ..."
"Men's Hair Dye | Hair Colour Transformation | My New Look","https://www.youtube.com/watch?v=3NfC4SwUBNo","Carl Cunard","https://www.youtube.com/channel/UCxzzfxfIwHRCIINIb-HDv0A","25K views","1 year ago","I decided to make a big change In my life and to dye my hair a different colour. in today's video I show you my hair transformation ..."
"How I Naturally Color My Hair with Henna : Red Henna on Long Medium/Dark Brown Hair","https://www.youtube.com/watch?v=2JoNftemqn8","lainamarie91","https://www.youtube.com/user/lainamarie91","9K views","6 months ago","Watch me dye my hair naturally with henna. I use Light Mountain Red on my naturally medium/dark brown brunette hair. This is ..."
"Henna Hair Dye On Natural Hair (Type 4C): Color Mahogany","https://www.youtube.com/watch?v=onRi7ITbw9E","NappyFu TV","https://www.youtube.com/user/OLUB20","210K views","5 years ago","Henna Hair Dye On Natural Hair (Type 4C): Color Mahogany Henna hair dye has been a staple of mine. I go into details about it ..."
"DIY TEMPORARY HAIR DYE ON NATURAL HAIR!","https://www.youtube.com/watch?v=KeefS-_5b08","Tajah Symone","https://www.youtube.com/channel/UCknHc9tVim2oLWqNtiEQdIw","13K views","1 year ago","I LOVE YALL SO MUCH! Let's get to 300!! Before you click off make sure you pop that like button, comment, subscribe, and share!"
"HOW TO Dye Hair Green Mermaid Hair Tutorial/ Elfin Brazilian Hair Body Wave","https://www.youtube.com/watch?v=cdBOc7sU_zM","Elfin Hair","https://www.youtube.com/user/elfinhair","1.7K views","3 years ago","Aliexpress Affordable And Top Quality Hair Vendor- Elfin Hair Company. HOW TO Dye Hair Green Mermaid Hair Tutorial/ ..."
"i tried to dye my hair 4 different colors and this is what happened","https://www.youtube.com/watch?v=GbpO3T84arA","Madison Ashleigh","https://www.youtube.com/channel/UCXrJ3pHeYxRf_wT0_zdQa-w","57K views","6 months ago","hey -i missed yall- i hope u all enjoy this video of me doing this wild thing to my hair thank u vanity planet for sponsoring a ..."
"How to Dye ""Natural Hair"" Purple | NO BLEACH | Start to Finish","https://www.youtube.com/watch?v=3shCxqvn-Fc","SheRea DelSol","https://www.youtube.com/user/MyThriftedCloset","56K views","2 years ago","Hey, yes, I dyed my natural hair . . . purple without bleach! I am lovvvving the results. What do you think? COLORS USED Clairol ..."
"HOW TO DIP DYE YOUR HAIR BLONDE (Men's Tutorial) (Odell Beckham Jr)","https://www.youtube.com/watch?v=DQRj8qFmb9w","Bizzy","https://www.youtube.com/user/xXxProjectsxXx","179K views","1 year ago","Hello there! Thank you for watching my video, I hope you enjoy/enjoyed it. In today's video I show you how to tip dye your hair ..."
"DIY How to dye your hair professionally","https://www.youtube.com/watch?v=G2PgVB_4KEM","awomansaffair","https://www.youtube.com/user/awomansaffair","10K views","6 years ago","Hi! Welcome to my channel! PLEASE Rate, SUBSCRIBE as it helps a lot!!! :) THANK YOU! Come visit me again! I have weekly ..."
"HOW TO Cover GRAY HAIR - IN SECONDS! **without coloring your hair**","https://www.youtube.com/watch?v=Jy_ZNLQOHYg","Graceful Beauty","https://www.youtube.com/channel/UCTRUB2otFFPY0C1xpWJJJmg","2.5M views","1 year ago","WANT TO SAVE TONS OF MONEY? 1. This $2.00 MAKEUP DUPE is 10x CHEAPER & BETTER than the luxury item!!!"
"HOW TO DYE HAIR BLACK AND ORANGE","https://www.youtube.com/watch?v=Gp_kM53M2iQ","MsImuri","https://www.youtube.com/user/MsImuri","18K views","6 years ago","This is my first time using the brand 'Ion Brilliance Brights' :o #HAIR DYES: -ION BRILLIANCE BRIGHTS ORANGE -Softsheen ..."
"DIY- How to Dye Hair Extensions (Vpfashion) ❤","https://www.youtube.com/watch?v=YA22DJqeCDg","xxchlozaahxx","https://www.youtube.com/user/xxchlozaahxx","5.1K views","4 years ago","VP FASHION HAIR EXTENTIONS!"
"dying my hair red","https://www.youtube.com/watch?v=8fq9g0l0rVU","abby lynn","https://www.youtube.com/channel/UCupbYKzyIDKsY4KHeV9lKJw","240K views","2 months ago","BUY MY MERCH  - http://teespring.com/stores/abbylynn if you're a company and wanna work with me- abbylynnyt@gmail.com ..."
"Temporary highlights with crepe paper","https://www.youtube.com/watch?v=_fxiYBZY5HE","Patry Jordan English","https://www.youtube.com/user/PatryJordan","1M views","5 years ago","READ ME / EXPLANATIONS ♥ ♥ TEMPORARY HIGHLIGHTS WITH CREPE PAPER Today I'll teach you how to make wicks ..."
"I Dyed My Hair With Henna !","https://www.youtube.com/watch?v=_0xjxa2PTb8","Sheriza R","https://www.youtube.com/user/Chortis0flyx3","9.7K views","12 months ago","Products used: Reshma Henna Hair Dye https://amzn.to/2D0whmF."
"Hair Touch Up at Home|Godrej expert rich cream Dark Brown Color|AlwaysPrettyUseful by PC","https://www.youtube.com/watch?v=VA-4moGwxFI","AlwaysPrettyUseful","https://www.youtube.com/channel/UC7Dfueww5qdmzQqsIn_FPRA","946K views","2 years ago","You Can SUBSCRIBE To Our New Channel AlwaysPrettyUseful Marathi channel ..."
"How To Dye Hair Red WITHOUT Using Bleach | Loreal HiColor Hi-Lift Red Magenta","https://www.youtube.com/watch?v=fg0DR9iYVf4","BellaMartinezXO","https://www.youtube.com/channel/UCQUYB4BqNW-4k-Z2RQCYg0w","17K views","2 years ago","Hey loves! ❤ This was a highly requested video, so here I am doing it for you guys! I Dye my hair Red every month WITHOUT ..."
"how to dye hair purple with blue tips","https://www.youtube.com/watch?v=aLAFKVVmsWM","chelsea","https://www.youtube.com/user/chemmymonster","92K views","9 years ago","obviously you don't have to use blue and purple, let your imagination go wild (: and i do not own phoenix's music ..."
"How to: dye dark hair bright red WITHOUT BLEACH!","https://www.youtube.com/watch?v=sXDa8Qm7mVA","Bodmon Zaid","https://www.youtube.com/user/flabsofsteal","941K views","5 years ago","Makeup flash SALE link: http://www.hautelook.com/short/3PyMc Hi guys! Please don't forget to comment, like and subscribe..."
"dyeing my hair because why not","https://www.youtube.com/watch?v=1CKljK1FOWw","Kennedy Walsh","https://www.youtube.com/user/spazyandspunky","1.4M views","2 months ago","chaotic good ? ig: @kennedyclairewalsh Twitter: @_kennedywalsh merch: http://kennedywalsh.com."
"SPLIT TONE HAIR TUTORIAL","https://www.youtube.com/watch?v=NiNnmAv7xKc","Nicki Diaz","https://www.youtube.com/channel/UCAQE_nfKpwToaJz3b4Buo7Q","144K views","10 months ago","Lex's IG: https://www.instagram.com/finessedbylexx/ MY HAIR AND MAKEUP IG : https://www.instagram.com/paintedbynic/ ..."
"How To Dye Hair Extensions | TUTORIAL","https://www.youtube.com/watch?v=bXoGWB7UI7c","Jessica Monroe","https://www.youtube.com/channel/UClnQAGcSXscJexf4uKIy-pQ","1.8K views","3 years ago","How to dye/ blend blonde clip in hair extensions into your real hair that has existing highlights. In this tutorial, I'll show you how I ..."
"How to Get Honey Blonde Hair Color at Home with Nice 'n Easy | Clairol","https://www.youtube.com/watch?v=JDazMpkTlmI","Clairol","https://www.youtube.com/user/clairol","152K views","3 years ago","Clairol Color Director James Corbett shows how you can get a natural looking honey blonde hair color at home with Nice 'n Easy ..."
"Split Dying My Hair *GONE WRONG*","https://www.youtube.com/watch?v=oalxhpcLTX8","Kaelyn Gutierrez","https://www.youtube.com/user/officialgirly3695","421K views","7 months ago","I tried to bleach half my hair to look trendy and it ended up a disaster LISTEN TO NEVER GONNA STOP: SPOTIFY: ..."
"TRYING OUT WATER COLOR HAIR DYE METHOD OMG!! | Kim Kardashian + SZA Inspired Hair  | Yolissa Hair","https://www.youtube.com/watch?v=pn2nCAESF_c","arnellarmon","https://www.youtube.com/channel/UCGVfr_z4_Hzm5otxtlfGTNw","755K views","1 year ago","Heyyy guys!! So I filmed this on August 30th before I went home to visit my mom and bf and I'm just now posting it lol sorry for the ..."
"How to dye hair ombre","https://www.youtube.com/watch?v=1bPKKMpfowY","AmberKatelynBeale","https://www.youtube.com/user/AmberKatelynBeale","253K views","6 years ago","this is definitly not really the way your supose to do it but I get the job done we all know im not a professional aha!"
"DYEING MY HAIR WITH BEETROOT/REDBEET?!?!! | Evelina Forsell","https://www.youtube.com/watch?v=oFR71g1JP28","Evelina Forsell","https://www.youtube.com/user/MissHellman","205K views","1 year ago","ı Open For More Info ı Comment down below what I could try next! :* (or if you hate these kinds of videos and want me to stop ..."
"Henna and Indigo to Naturally Dye Hair Black | GodCallsMeBeloved","https://www.youtube.com/watch?v=qES_SavqbGI","GodCallsMeBeloved","https://www.youtube.com/user/GodCallsMeBeloved","72K views","4 years ago","Are you searching for a natural black hair dye? I naturally dyed my hair from brown to black by using both henna and indigo."
"dying my hair - half black half blonde","https://www.youtube.com/watch?v=VAQN8e6SJwY","Kenziexograce","https://www.youtube.com/user/HeyItsKenziee9","205K views","10 months ago","i hope you guys enjoyed!! follow my socials! snapchat// kenzie.cx insta// keennziiee theme music."
"Asymmetrical Bob and How to Dye Hair","https://www.youtube.com/watch?v=Rr8ahBrSjdU","Boys And Girls Hairstyles","https://www.youtube.com/user/GirlsHairstyles2012","18K views","1 year ago","Asymmetrical Bob and How to Dye Hair - - - Watch How RaDona cuts An Asymmetrical Bob and finishes it with a hair dye.  Way ..."
"How to Dye Hair Red without Using Bleach l Loreal HiColors Hi-Lift Red Magenta Hair Color","https://www.youtube.com/watch?v=zLuMyro63G0","x3Thuha","https://www.youtube.com/user/x3Haha","1.4M views","4 years ago","In this hair dye tutorial, I'm going to show you how to dye your hair red without using bleach and damaging it too much. This is an ..."
"How To DYE HAIR PINK AT HOME | Arctic Fox VIRGIN PINK DYE REVIEW | Dove Sorys","https://www.youtube.com/watch?v=VUZZFmvWwC0","Dove Sorys","https://www.youtube.com/channel/UCCzu2Gi4VojkFHcJfG56O-A","428 views","6 months ago","Hi everyone! Today I'm coloring my hair Pink with Arctic Fox Virgin Pink & Arctic Mist Diluter! Let's start this! ❥INSTAGRAM: ..."
"Best Short Hair Color Transformation Tutorials. Colorful Hair Compilations","https://www.youtube.com/watch?v=w6i7Y6p-VTs","Hair Addiction","https://www.youtube.com/user/fujintoro","16K views","2 months ago","Hair Addiction is a channel that shows: - Beautiful Long haircut Transformation Tutorials Compilations - Hair Transformations ..."
"How To Dye Black Hair to Brown (without bleaching) - very light ash blonde | Emily","https://www.youtube.com/watch?v=WSg8FU1ZkM8","Emily Liu","https://www.youtube.com/user/EmyEmyEmilyL","5.6M views","6 years ago","To clarify.. When I mean without bleaching, I mean without having to bleach your hair first and then having to dye your hair a ..."
"How To: Dye Hair Black with Indigo/Henna","https://www.youtube.com/watch?v=a3tzMST3pd4","For the Time Being","https://www.youtube.com/user/estherxyu","129K views","3 years ago","My little sis Elina and I embark on a messy journey to turn her chemically-dyed auburn hair back to its natural black shade using ..."
"HOW TO DYE HAIR BLONDE TUTORIAL!","https://www.youtube.com/watch?v=-nNmBVFVQcE","Janesha Bull","https://www.youtube.com/channel/UCEZ1WZ5T84eRO9Tybyh_25A","22K views","3 years ago","HEY EVERYONE! Welcome! I know everyone has been asking about my bleaching process and THIS METHOD WILL WORK ON ..."
"At-Home Hair Color! Grey Roots + No Foil Highlights!","https://www.youtube.com/watch?v=gjk-9fCBBhg","HotandFlashy","https://www.youtube.com/user/HotandFlashy","93K views","3 months ago","Shopping Links Below: Click SHOW MORE ⬇️ SUBSCRIBE: http://bit.ly/2s1YyCV Shopping Links: eSalon FIRST-TIME Hair Color ..."
"How to Use Henna Dye | Henna Dye Tutorial","https://www.youtube.com/watch?v=-LU0eCgu8cA","Fatemah Sajwani","https://www.youtube.com/user/fatemahsajwani28","13K views","1 year ago","Finally showing you guys how I henna dye my hair.Ingredients used:Saeed Ghanni Herbal henne powder hair dye  (maroon pack ..."
"Dye Hair Black NATURALLY w/ Henna & Indigo Powder for Hair Change White Hair To Black Hair Naturally","https://www.youtube.com/watch?v=APvVJav6lps","Bindu Natural World","https://www.youtube.com/channel/UCnSav6_NvFa6zRPAX3Uik3g","123K views","2 years ago","Indigo Powder for hair | How to use Indigo Powder for hair | henna and indigo for gray hair- https://youtu.be/APvVJav6lps In this ..."
"dying my hair pink lol","https://www.youtube.com/watch?v=PzJJH62O_aU","abby lynn","https://www.youtube.com/channel/UCupbYKzyIDKsY4KHeV9lKJw","771K views","9 months ago","Start your free trial today at- https://www.squarespace.com/abbylynn and get 10% off your first purchase :) BUY MY MERCH  - ..."
"HOW I COLOR MY HAIR & EYEBROWS AT HOME","https://www.youtube.com/watch?v=wlNbG5rm9EA","AndreasChoice","https://www.youtube.com/user/AndreasChoice","1.4M views","2 years ago","HI FRIENDS! Showing how I get my red hair color this color at home. I'M NOT A PROFESSIONAL LOL! Hair colorists, please don't ..."
"How To: Dying Hair with Bigen Permanent Powder Hair Color Oriental Black","https://www.youtube.com/watch?v=wCpL-bI45ew","LadyyT","https://www.youtube.com/user/dulamae1","28K views","3 years ago","Showing how to apply and process Bigen Powder Hair Color to achieve healthy-looking, long-lasting color results. Products ..."
"(How to Dye Hair)  Hair Coloring Tutorial - Full Color Hairstyles","https://www.youtube.com/watch?v=Yq0glzCUvos","Boys And Girls Hairstyles","https://www.youtube.com/user/GirlsHairstyles2012","8.2K views","5 years ago","(How to Dye Hair) Hair Coloring Tutorial - Full Color Hairstyles ---The process of this video was to take a color strip piece of hair ..."
"HAIR DYE || HOW TO COLOR YOUR HAIR AT HOME NATURALLY||100% INSTANTLY","https://www.youtube.com/watch?v=ahCvTh5eV80","Go Natural","https://www.youtube.com/channel/UCEX4-zn66LkNKbu9ROwJKDw","252K views","1 year ago","THANKS FOR WATCHING LIKE SHARE SUBSCRIBE."
"Natural Hair Color: Hibiscus vs. Henna","https://www.youtube.com/watch?v=8ags-qK0OLI","Organically Ann","https://www.youtube.com/channel/UCVw9dNo7TN0EDxFxbUaz9Pw","2.5K views","1 year ago","I'm on a quest to find natural semi-permanent hair color. Today I tested Hibiscus Tea vs. Henna. Thanks to the Henna Guys and ..."
"How to Dye Virgin Hair Red/Burgundy► Beauty Forever Brazilian Natural Wave","https://www.youtube.com/watch?v=8i-r-VWSW0A","Rayann410","https://www.youtube.com/user/Rayann410","475K views","3 years ago","Here's How to Dye Virgin Hair Red/Burgundy! I was so excited to dye my virgin hair red/burgundy in preparation for the colder ..."
"How To Dye Hair Red Without Bleach","https://www.youtube.com/watch?v=JIgjK99JEaY","Carmelbombshell","https://www.youtube.com/user/shairreous","307 views","1 year ago","Shop With Me ! I have my own clothing line here's the link: http://royalmagnitude.bigcartel.com Instagram:@RoyalMagnitude My ..."
"split dyeing my hair pink and blue","https://www.youtube.com/watch?v=Go5XTmU2axU","sidney lavin","https://www.youtube.com/channel/UC64A_aqKDJH1OJ_IS2pHnZw","49K views","1 month ago","Get a 1 month free trial of Curology(+ $4.95 shipping & handling) with my link http://curolo.gy/sidneylavin comment something, like ..."
"How to dye hair +Daily easy hairstyle","https://www.youtube.com/watch?v=hlI8j_ZC-ts","Kriyya hair","https://www.youtube.com/channel/UCGAU6ZeRFWt2_xd6pCQ8LQw","87 views","5 months ago","Hi dolls, want to know more about hair tutorial(hair coloring, hair styling, hair tips), subscribe our channel My clip-in Hair ..."
"how to bleach your hair like a pro","https://www.youtube.com/watch?v=58tCOvI-Jt8","cjades","https://www.youtube.com/channel/UC9JU9GLA8PEB28Toy1L3_6w","59K views","8 months ago","the title is a joke stop doing the things that i do watch jen's video here [ https://www.youtube.com/watch?v=NIgHIMqhhlk ] watch my ..."
"HOW TO DYE HAIR MAGENTA | WATER DYE METHOD | DUO TONE.","https://www.youtube.com/watch?v=RieV747gp1k","xoxojuliano","https://www.youtube.com/channel/UCr7HpxVUQItEBIbG49D6GMQ","30K views","12 months ago","I DON'T OWN . NOR DID I DYE/INSTALL THE HAIR IN THE THUMBNAIL. JUST WHAT I USED FOR INSPIRATION FOR THIS ..."
"How to Apply Henna to hair at Home!","https://www.youtube.com/watch?v=YJA4pFpwsQY","Arshia Moorjani","https://www.youtube.com/user/happytreasuress","1.1M views","3 years ago","Hey guys! I have been loving using henna to dye my hair naturally at home! I used to dye my hair all the time and my hair was so ..."
"DYING MY HAIR AND USING MY FRIEND'S FACES IN MY THUMBNAIL FOR VIEWS!!","https://www.youtube.com/watch?v=_EnM80xky68","Scotty Sire","https://www.youtube.com/channel/UCptRmkkO5t2wGbF2qyjaMCA","1.1M views","2 years ago","I dye my hair, my dog chews on stuff, i show off some merch, then I give someone a shoutout. BUY NEW MERCH HERE!"
"Henna On Natural Hair- -Kasheera Latasha","https://www.youtube.com/watch?v=VrV4wIbAKIk","Kasheera Latasha","https://www.youtube.com/user/KaShEeRaLaTaSh","124K views","3 years ago","Products used: 150g Godrej Nupur 9 Henna: http://amzn.to/2c49evd Coconut Milk: Local Market Latex Free Gloves: ..."
"Shea Moisture Jet Black Hair Color on Natural Hair | Box Dye + Results","https://www.youtube.com/watch?v=F0sYaeuxnb0","The KG Lifestyle","https://www.youtube.com/user/thekglifestyle","10K views","1 year ago","YAY for a new lewk! Y'all know I like to change it up! Wanna take a trip with me? Check out http://idmretreat.com Shea Moisture ..."
"DYE MY HAIR WITH ME 🦋🧜🏼‍♀️💙","https://www.youtube.com/watch?v=bMEdTjjIqGo","angiebaby","https://www.youtube.com/channel/UCvdGspTL00u2RSUmT1GM21g","8.5K views","1 month ago","long time no see i swear guys i'm gonna try to upload more, it's just been difficult because of school and cheer. i love u all sm ..."
"Vlog- MY HORRIBLE HAIR COLOR","https://www.youtube.com/watch?v=pTC5yC-hmUs","Ivanna","https://www.youtube.com/channel/UCp5jYW4qKiHOwJaiX_ZFn2g","20K views","4 years ago","So I reeeaalllly wanted my hair to be one solid color and decided to dye it back to its natural shade. Sounds cool, except I didn't ..."
"Does Hair Coloring Wax Work? | Testing Viral Hair Products | Mens Hair 2017","https://www.youtube.com/watch?v=Y8d71SrhGOY","BluMaan","https://www.youtube.com/user/joeisblu","2.8M views","1 year ago","- BluMaan Hair Products | https://blumaan.com - Does Hair Coloring Wax Work?  Let's Find OUT- 1 MILLION Subscriber SPECIAL ..."
"HOW TO: Dye Thot Boy Hair / FreeForm and Answering Questions !!","https://www.youtube.com/watch?v=S8PXcOtWSHc","AyeeMikeques Tv","https://www.youtube.com/user/mikequeswatkins","145K views","3 years ago","im not really going to dye my hair but im going to show you how i did.. you can dye your tips by tying it up in the little buns i ..."
"3 Hacks To Colour Your Hair Temporarily | Glamrs Hair Secrets","https://www.youtube.com/watch?v=CIihmvz295U","Glamrs","https://www.youtube.com/user/GLAMRSTV","915K views","3 years ago","Colour your hair without any haircare troubles. Yes, thats correct. These hair hacks can transform your usual hairstyle into a ..."
"Purple Dip Dye Hair Tutorial | Schwarzkopf LIVE Colour","https://www.youtube.com/watch?v=WvsOfBGOAVQ","SchwarzkopfUK","https://www.youtube.com/user/SchwarzkopfUK","46K views","5 years ago","All over those popping purple hues? Discover the #LIVEColour hair tutorial on getting the most vibrant of dip-dyes! Subscribe for ..."
"Hair Color Tips: How to Highlight Your Hair at Home | Clairol","https://www.youtube.com/watch?v=V4wpsTu2840","Clairol","https://www.youtube.com/user/clairol","230K views","4 years ago","Clairol Color Director James Corbett shows us how to highlight your hair at home like a pro, using the Nice 'n Easy hair dye ..."
"How to Color Your Hair With Beet Juice","https://www.youtube.com/watch?v=5oCxmJ7Eei0","Natural Raw Essence","https://www.youtube.com/user/naturalrawessence","3.3K views","2 years ago","STAY FLAWLESS, FIERCE & FABULOUS!Thanks for watching!  Drop your comments or questions below. Don't forget to HIT that ..."
"How to evenly dye hair","https://www.youtube.com/watch?v=yiFOHaZug-o","Sky sempiternal","https://www.youtube.com/user/skysempiternal","5.8K views","5 years ago","MY LINKS + MUSIC IN VIDEO BELOW • Main Instagram: www.instagram.com/skysempiternal • Wiccan Instagram: ..."
"DIY: BLEACHING/DYING NATURAL HAIR RED🍓❤️🔥","https://www.youtube.com/watch?v=Y5wvRpQLQhw","Jayla Moore","https://www.youtube.com/channel/UCeqClrsXWRgD3zXN23P66bg","3.6K views","1 month ago","Hey love bugs, I decide to go bold! Watch me go from black to red  ! I really appreciate y'all support❤️❗️ LIKE, COMMENT, ..."
"Hair Color Tips: Easy at Home Highlights for Brown Hair | Clairol","https://www.youtube.com/watch?v=kmOeVlP7m14","Clairol","https://www.youtube.com/user/clairol","87K views","3 years ago","Clairol Color Director James Corbett talks about the types of highlights you can achieve at home on brown hair. Clairol Natural ..."
"How To Do The Hair Chalk Trend | Kandee Johnson","https://www.youtube.com/watch?v=5ly4GhDia4k","Kandee Johnson","https://www.youtube.com/user/kandeejohnson","3.3M views","7 years ago","CLICK HERE FOR MORE CHALKING TIPS & TRICKS: http://www.kandeej.com/2012/02/hair-color-how-to-hair-chalking.html Hi ..."
"CUTTING AND COLORING MY OWN HAIR AT HOME *FAIL*","https://www.youtube.com/watch?v=2O8GS697xTs","Kayla Kosuga","https://www.youtube.com/channel/UCLSZJjsIItAr5lR3U1iLaMA","914K views","9 months ago","HEY GUYS!!!!! Follow me :) INSTAGRAM: https://www.instagram.com/kaylakosuga... SNAPCHAT: @Kaylakosuga TWITTER: ..."
"♡ Split Dying My Hair Pink And Black At Home ♡","https://www.youtube.com/watch?v=p4DyRL0hp9Q","Lionna's Journey","https://www.youtube.com/channel/UCWPmnNYVcuKSzkS1a36F8Aw","61K views","1 year ago","Subscribe! Today I'm split dyeing my hair pink and black like a rockstar with arctic fox and ion color brilliance. Do you like it split ..."
"What Happens When You Put Pink Dye on Blue Hair? [CC]","https://www.youtube.com/watch?v=b6o_bfRad6c","Annie Elainey","https://www.youtube.com/user/theannieelainey","68K views","3 years ago","Twitter polls decided I should add some pink into my current blue, will it be a horrible mistake? Will I like it? You know you gotta ..."
"How to dye hair red","https://www.youtube.com/watch?v=n3PRs22fp1U","ColourNation Youtube","https://www.youtube.com/user/ColourNation","1.5K views","7 years ago","Welcome to our video which will explain how to dye hair red. Please note this video is for information purposes only and we ..."
